"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"06609999999","2005-01-04T17:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","100","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET074LSMD 041650Z AUTO 10003KT //// R11/M0150N R29/M0150N 02/M03 Q1032 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-07T00:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","110","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET073LSMD 062350Z AUTO 11002KT //// R11/M0150N R29/M0150N 03/02 Q1036 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-09T09:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","120","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051LSMD 090850Z AUTO 12002KT //// 06/02 Q1030 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-09T10:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","VRB","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051LSMD 090950Z AUTO VRB02KT //// 08/02 Q1030 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-09T11:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","VRB","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051LSMD 091050Z AUTO VRB01KT //// 09/04 Q1030 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-09T12:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","VRB","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051LSMD 091150Z AUTO VRB02KT //// 09/04 Q1030 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-09T13:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","VRB","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051LSMD 091250Z AUTO VRB03KT //// 11/04 Q1030 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-09T14:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","VRB","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051LSMD 091350Z AUTO VRB01KT //// 12/05 Q1030 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-09T15:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","VRB","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051LSMD 091450Z AUTO VRB03KT //// 10/04 Q1030 RMK MIS;","","","","","","","","","",""
"06609999999","2005-01-09T16:50:00","47.398644","8.648231","448.05","DUBENDORF, SZ","AUTO ","4","","","","","","","","","","","","","","VRB","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051LSMD 091550Z AUTO VRB01KT //// 08/03 Q1030 RMK MIS;","","","","","","","","","",""
