"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"40853099999","2005-01-01T00:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","17","36","","","0.00","4","48","CLR:00","30.14","22.97","6.21","29","330","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  31211 40853 42960 03304 10020 21081 37777 40206 54000 92050 333;","","","","","","","","","",""
"40853099999","2005-01-01T03:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","18","37","","","+0.02","7","45","CLR:00","30.10","22.94","6.21","30","330","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  01001 40853 32960 03305 10030 21078 37770 40193 57007 92350 333;","","","","","","","","","",""
"40853099999","2005-01-01T06:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","20","38","","","-0.02","2","49","CLR:00","30.18","22.96","6.21","31","360","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  01031 40853 42960 03608 10032 21067 37776 40219 52006 90250 333 20014;","","","","","","","","","",""
"40853099999","2005-01-01T09:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","18","45","","","-0.04","2","34","CLR:00","30.17","23.00","6.21","34","330","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  01061 40853 32960 03304 10074 21075 37788 40218 52012 90550 333 30102 5//// 70000;","","","","","","","","","",""
"40853099999","2005-01-01T12:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","16","54","","","+0.04","7","22","CLR:00","30.07","22.96","6.21","38","360","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  01091 40853 42960 03605 10124 21088 37775 40184 57013 90850 333;","","","","","","","","","",""
"40853099999","2005-01-01T15:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","21","53","","","+0.02","6","29","CLR:00","30.05","22.94","6.21","39","270","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  01121 40853 32960 02704 10116 21061 37769 40175 56006 91150 333;","","","","","","","","","",""
"40853099999","2005-01-01T18:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","26","43","","","-0.04","3","52","CLR:00","30.16","22.98","6.21","36","330","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  01151 40853 42960 03304 10060 21033 37781 40214 53012 91450 333 10126;","","","","","","","","","",""
"40853099999","2005-01-01T21:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","25","38","","","-0.02","2","58","CLR:00","30.16","23.00","6.21","33","340","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  01181 40853 32960 03402 10036 21041 37788 40215 52007 91750 333 55097;","","","","","","","","","",""
"40853099999","2005-01-02T00:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","24","36","","","+0.04","7","63","CLR:00","30.07","22.96","6.21","31","360","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  01211 40853 42960 03602 10022 21043 37776 40183 57012 92050 333;","","","","","","","","","",""
"40853099999","2005-01-02T03:30:00","29.2333333","56.5666666","2280.0","BAFT, IR","FM-12","4","","25","36","","","+0.01","8","64","CLR:00","30.06","22.95","6.21","31","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  02001 40853 32960 00000 10024 21038 37772 40180 58004 92350 333;","","","","","","","","","",""
